0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 8 6 0 0
15 16 0 0 0 0 0 0 14 15 15 16 0 0 1 2 3 0 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 0 0 14 16 0 0 12 9 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 9 9 9 13 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 14 15 16 0 0 0 0 0 0 0 4 5 10 2 2 3 0 0 0 0 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 0 0 0 0 0 0 12 9 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 9 9 9 9 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 16 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0
2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 2 3 0 0 0 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 0 0 0 0
5 5 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 12 9 13 0 0 0 4 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 15 15 16 0 0 4 6 0 0 0 1 3 0 0
5 5 5 6 0 0 1 2 2 2 2 2 3 0 0 0 0 0 1 2 2 2 2 8 6 0 0 0 0 0 0 0 0 4 5 10 2 2 2 2 2 3 0 0 1 2 2 2 2 2 2 2 3 0 0 0 0 0 0 0 0 0 0 4 10 2 2 2 8 6 0 0
5 5 5 6 0 0 4 5 5 5 5 5 6 0 0 0 0 0 4 5 5 5 5 5 6 0 0 0 0 0 0 0 0 4 5 5 5 5 5 5 5 6 0 0 4 5 5 5 5 5 5 5 6 0 0 0 0 0 0 0 0 0 0 4 5 5 5 5 5 6 0 0
